"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"M. Ogelvee, Cashier",,"M Ogelvee, Cashier","","Mount Vernon","OH",108.25,14,"1864-06-15; Sixes of 1881",TRUE
"William L. Chardlow","William L Chardlow ",,"","New York","NY",108.25,15,"1864-06-15; Sixes of 1881",FALSE
"C. C. Baccus","C C Baccus ",,"","New York","NY",108.2,16,"1864-06-15; Sixes of 1881",FALSE
"Adams Twitchell","Adams Twitchell ",,"","Boston","MA",108,17,"1864-06-15; Sixes of 1881",FALSE
"Albert Halton, Treasurer","Albert Halton ",,"","","",108,18,"1864-06-15; Sixes of 1881",FALSE
"Bass Ransson","Bass Ransson ",,"","Findley","OH",108,19,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Troy","OH",108,20,"1864-06-15; Sixes of 1881",TRUE
"Fourth National Bank",,"Fourth National Bank","","Cincinnati","OH",108,21,"1864-06-15; Sixes of 1881",TRUE
"Herman R. Sewell","Herman R Sewell ",,"","Boston","MA",108,22,"1864-06-15; Sixes of 1881",FALSE
"Isaac E. Dow","Isaac E Dow ",,"","Concord","NH",108,23,"1864-06-15; Sixes of 1881",FALSE
"Jennings Piggolt","Jennings Piggolt ",,"","Washington","DC",108,24,"1864-06-15; Sixes of 1881",FALSE
"John L. Ordway","John L Ordway ",,"","Grafton","MA",108,25,"1864-06-15; Sixes of 1881",FALSE
"Leonard Chase","Leonard Chase ",,"","Springfield","VT",108,26,"1864-06-15; Sixes of 1881",FALSE
"Louisa H. Poor","Louisa H Poor ",,"","Cincinnati","OH",108,27,"1864-06-15; Sixes of 1881",FALSE
"Miss Eliza V. Haigh","Eliza V Haigh ",,"","New York","NY",108,28,"1864-06-15; Sixes of 1881",FALSE
"Noah Chapman","Noah Chapman ",,"","Norwich","CT",108,29,"1864-06-15; Sixes of 1881",FALSE
"Richard Bell","Richard Bell ",,"","St. Louis","MO",108,30,"1864-06-15; Sixes of 1881",FALSE
"St. Nicholas Insurance Co.",,"St Nicholas Insurance Co","","","",108,31,"1864-06-15; Sixes of 1881",TRUE
"T. F. Rumbolt","T F Rumbolt ",,"","St. Louis","MO",108,32,"1864-06-15; Sixes of 1881",FALSE
"William Simpson","William Simpson ",,"","Cincinnati","OH",108,33,"1864-06-15; Sixes of 1881",FALSE
"Worthington National Bank",,"Worthington National Bank","","Cooperstown","NY",108,34,"1864-06-15; Sixes of 1881",TRUE
"Daniel Denham, Jr.","Daniel Denham Jr.",,"","New York","NY",107.9800995025,35,"1864-06-15; Sixes of 1881",FALSE
"E.T. Jones, President First National Bank",,"E T Jones, President First National Bank","","Finlay","OH",107.75,36,"1864-06-15; Sixes of 1881",TRUE
"Lewis H. White","Lewis H White ",,"","Columbus","OH",107.5,37,"1864-06-15; Sixes of 1881",FALSE
"J. J. Soren","J J Soren ",,"","Boston","MA",107.3333333333,38,"1864-06-15; Sixes of 1881",FALSE
"Weller & Hudson",,"Weller & Hudson","","New York","NY",107.25,39,"1864-06-15; Sixes of 1881",TRUE
"Robert J. Robeson","Robert J Robeson ",,"","Portland","ME",107.125,40,"1864-06-15; Sixes of 1881",FALSE
"S. H. Platt","S H Platt ",,"","Washington","DC",107.01,41,"1864-06-15; Sixes of 1881",FALSE
"A. Brooks, Jr.","A Brooks Jr.",,"","Brunswick","ME",107,42,"1864-06-15; Sixes of 1881",FALSE
"A. Brooks, Jr. Treasurer Savings Institution",,"A Brooks, Jr Treasurer Savings Institution","","Brunswick","ME",107,43,"1864-06-15; Sixes of 1881",TRUE
"A. Stone Jr.","A Stone Jr.",,"","Cleveland","OH",107,44,"1864-06-15; Sixes of 1881",FALSE
"D. F. Draper","D F Draper ",,"","Boston","MA",107,45,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Carlisle","PA",107,46,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Cuyohoga Falls","OH",107,47,"1864-06-15; Sixes of 1881",TRUE
"J. Rawson","J Rawson ",,"","Cincinnati","OH",107,48,"1864-06-15; Sixes of 1881",FALSE
"James D. Bell","James D Bell ",,"","Carlisle","PA",107,49,"1864-06-15; Sixes of 1881",FALSE
"John Sanderson","John Sanderson ",,"","Bernardstown","MA",107,50,"1864-06-15; Sixes of 1881",FALSE
"Jos. Warner","Joseph Warner ",,"","Northampton","MA",107,51,"1864-06-15; Sixes of 1881",FALSE
"Mrs. Cornelia A. Paddock","Cornelia A Paddock ",,"","New Haven","CT",107,52,"1864-06-15; Sixes of 1881",FALSE
"Mrs. M. A. Shaley","M A Shaley ",,"","Baltimore","MD",107,53,"1864-06-15; Sixes of 1881",FALSE
"Myer S. Isaacks","Myer S Isaacks ",,"","New York","NY",107,54,"1864-06-15; Sixes of 1881",FALSE
"S. P. Warner","S P Warner ",,"","Chicago","IL",107,55,"1864-06-15; Sixes of 1881",FALSE
"Sarrah Smith Stafford","Sarrah Smith Stafford ",,"","Trenton","NJ",107,56,"1864-06-15; Sixes of 1881",FALSE
"St. Louis Domicile Savings and Loan Association",,"St Louis Domicile Savings and Loan Association","","St. Louis","MO",107,57,"1864-06-15; Sixes of 1881",TRUE
"T. W. Swasey","T W Swasey ",,"","Lynn","MA",107,58,"1864-06-15; Sixes of 1881",FALSE
"William M. Warre","William M Warre ",,"","Washington","NJ",107,59,"1864-06-15; Sixes of 1881",FALSE
"Tenth National Bank",,"Tenth National Bank","","New York","NY",106.93,60,"1864-06-15; Sixes of 1881",TRUE
"Richard F. Carpenter","Richard F Carpenter ",,"","New York","NY",106.90625,61,"1864-06-15; Sixes of 1881",FALSE
"A. B. Farquhar","A B Farquhar ",,"","York","PA",106.8181818182,62,"1864-06-15; Sixes of 1881",FALSE
"A. M. Stewart","A M Stewart ",,"","Indiana","PA",106.8,63,"1864-06-15; Sixes of 1881",FALSE
"Atlantic Savings Bank",,"Atlantic Savings Bank","","New York","NY",106.7,64,"1864-06-15; Sixes of 1881",TRUE
"Charles E. Hill","Charles E Hill ",,"","New York","NY",106.6547619048,65,"1864-06-15; Sixes of 1881",FALSE
"J. P. Cooper","J P Cooper ",,"","New York","NY",106.628,66,"1864-06-15; Sixes of 1881",FALSE
"City Bank",,"City Bank","","Lynn","MA",106.625,67,"1864-06-15; Sixes of 1881",TRUE
"William H. Slocum","William H Slocum ",,"","New York","NY",106.62,68,"1864-06-15; Sixes of 1881",FALSE
"J. N. Perkins & Co.",,"J N Perkins & Co","","New York","NY",106.59375,69,"1864-06-15; Sixes of 1881",TRUE
"J. B. Brown & Son",,"J B Brown & Son","","Portland","ME",106.54,70,"1864-06-15; Sixes of 1881",TRUE
"William Barringer","William Barringer ",,"","Binghampton","NY",106.52,71,"1864-06-15; Sixes of 1881",FALSE
"Bennett B. Walton","Bennett B Walton ",,"","Pennsylvania","PA",106.5,72,"1864-06-15; Sixes of 1881",FALSE
"C. Ames, Cashier, Northeastern",,"C Ames, Cashier, Northeastern","","","MA",106.5,73,"1864-06-15; Sixes of 1881",TRUE
"Calvin Allyn","Calvin Allyn ",,"","Norwich","CT",106.5,74,"1864-06-15; Sixes of 1881",FALSE
"Charles Stoddard","Charles Stoddard ",,"","Boston","MA",106.5,75,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Westchester","PA",106.5,76,"1864-06-15; Sixes of 1881",TRUE
"Hershman & Gorman, Central Bank,",,"Hershman & Gorman, Central Bank,","","Dayton","OH",106.5,77,"1864-06-15; Sixes of 1881",TRUE
"J. B. Doe, Cashier",,"J B Doe, Cashier","","Janesville","WI",106.5,78,"1864-06-15; Sixes of 1881",TRUE
"J. W. Beach","J W Beach ",,"","Newark","NJ",106.5,79,"1864-06-15; Sixes of 1881",FALSE
"John H. Nichols","John H Nichols ",,"","Salem","MA",106.5,80,"1864-06-15; Sixes of 1881",FALSE
"John Tappan","John Tappan ",,"","Boston","MA",106.5,81,"1864-06-15; Sixes of 1881",FALSE
"John Whetstone","John Whetstone ",,"","Cincinnati","OH",106.5,82,"1864-06-15; Sixes of 1881",FALSE
"Stephen Crowell, President",,"Stephen Crowell, President","","New York","NY",106.5,83,"1864-06-15; Sixes of 1881",TRUE
"J. R. Lyon","J R Lyon ",,"","New York","NY",106.4644,84,"1864-06-15; Sixes of 1881",FALSE
"Starke Whitcom","Starke Whitcom ",,"","Boston","MA",106.414,85,"1864-06-15; Sixes of 1881",FALSE
"William & John O'Brien",,"William & John O'Brien","","New York","NY",106.4033333333,86,"1864-06-15; Sixes of 1881",TRUE
"Alex Benson, Jr., & Co.",,"Alex Benson, Jr , & Co","","Philadelphia","PA",106.31,87,"1864-06-15; Sixes of 1881",TRUE
"S. M. Blake","S M Blake ",,"","New York","NY",106.2875,88,"1864-06-15; Sixes of 1881",FALSE
"John W. Grigg","John W Grigg ",,"","Philadelphia","PA",106.2684729064,89,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Troy","NY",106.2576,90,"1864-06-15; Sixes of 1881",TRUE
"Charles L. Ives","Charles L Ives ",,"","New Haven","CT",106.25,91,"1864-06-15; Sixes of 1881",FALSE
"Hiram Nance","Hiram Nance ",,"","Chicago","IL",106.25,92,"1864-06-15; Sixes of 1881",FALSE
"Second National Bank",,"Second National Bank","","Chicago","IL",106.25,93,"1864-06-15; Sixes of 1881",TRUE
"The Dedham Bank",,"The Dedham Bank","","","",106.25,94,"1864-06-15; Sixes of 1881",TRUE
"W. W. Cowles","W W Cowles ",,"","Boston","MA",106.25,95,"1864-06-15; Sixes of 1881",FALSE
"William P. Easterbrook","William P Easterbrook ",,"","New York","NY",106.25,96,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Philadelphia","PA",106.2200445809,97,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Northampton","MA",106.175,98,"1864-06-15; Sixes of 1881",TRUE
"Henry Sandford","Henry Sandford ",,"","New Haven","CT",106.15,99,"1864-06-15; Sixes of 1881",FALSE
"D. W. Porter","D W Porter ",,"","New York","NY",106.1375,100,"1864-06-15; Sixes of 1881",FALSE
"H. J. Messenger","H J Messenger ",,"","New York","NY",106.1,101,"1864-06-15; Sixes of 1881",FALSE
"S. D. Pardee, Treasurer","S D Pardee ",,"","New Haven","CT",106.1,102,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","New Bedford","MA",106.0688495575,103,"1864-06-15; Sixes of 1881",TRUE
"Third National Bank",,"Third National Bank","","Boston","MA",106.0509232545,104,"1864-06-15; Sixes of 1881",TRUE
"Second National Bank",,"Second National Bank","","Wilkesbarre","PA",106.0166666667,105,"1864-06-15; Sixes of 1881",TRUE
"Oswegaichie Bank",,"Oswegaichie Bank","","Odgensburgh","NY",106.0082089552,106,"1864-06-15; Sixes of 1881",TRUE
"A. Snowdon","A Snowdon ",,"","Philadelphia","PA",106,107,"1864-06-15; Sixes of 1881",FALSE
"Abel Bennett","Abel Bennett ",,"","Binghampton","NY",106,108,"1864-06-15; Sixes of 1881",FALSE
"Adolphus Bartholomew","Adolphus Bartholomew ",,"","Barre","MA",106,109,"1864-06-15; Sixes of 1881",FALSE
"American Colonization Society",,,"","","",106,110,"1864-06-15; Sixes of 1881",FALSE
"Asa Fowlser","Asa Fowlser ",,"","Concord","NH",106,111,"1864-06-15; Sixes of 1881",FALSE
"B. P. Smith","B P Smith ",,"","Pilot Knob","MO",106,112,"1864-06-15; Sixes of 1881",FALSE
"Benjamin F. Page","Benjamin F Page ",,"","Barre","MA",106,113,"1864-06-15; Sixes of 1881",FALSE
"C. H. Blake","C H Blake ",,"","New York","NY",106,114,"1864-06-15; Sixes of 1881",FALSE
"Charles A. Beldin","Charles A Beldin ",,"","Madison","WI",106,115,"1864-06-15; Sixes of 1881",FALSE
"Charles H. Dodge","Charles H Dodge ",,"","Boston","MA",106,116,"1864-06-15; Sixes of 1881",FALSE
"Chester Gorham","Chester Gorham ",,"","Barre","MA",106,117,"1864-06-15; Sixes of 1881",FALSE
"D. A. Chapin","D A Chapin ",,"","Fall River","MA",106,118,"1864-06-15; Sixes of 1881",FALSE
"D. H. Daniels","D H Daniels ",,"","Brookline","MA",106,119,"1864-06-15; Sixes of 1881",FALSE
"Dr. U. Locander","U Locander ",,"","New York","NY",106,120,"1864-06-15; Sixes of 1881",FALSE
"Edward C. Jones","Edward C Jones ",,"","New Bedford","MA",106,121,"1864-06-15; Sixes of 1881",FALSE
"Eli Lewis, President",,"Eli Lewis, President","","York","PA",106,122,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Barre","MA",106,123,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Brunswick","ME",106,124,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Lowell","MA",106,125,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Providence","RI",106,126,"1864-06-15; Sixes of 1881",TRUE
"G. Frank Young","G Frank Young ",,"","Coatesville","PA",106,127,"1864-06-15; Sixes of 1881",FALSE
"G. W. Phillips","G W Phillips ",,"","Coatesville","PA",106,128,"1864-06-15; Sixes of 1881",FALSE
"H. E. Tucker","H E Tucker ",,"","St. Albans","VT",106,129,"1864-06-15; Sixes of 1881",FALSE
"H. Juerk","H Juerk ",,"","St. Louis","MO",106,130,"1864-06-15; Sixes of 1881",FALSE
"Henry Rogers","Henry Rogers ",,"","Washington","DC",106,131,"1864-06-15; Sixes of 1881",FALSE
"Ira Basto","Ira Basto ",,"","Providence","RI",106,132,"1864-06-15; Sixes of 1881",FALSE
"Irving Bank",,"Irving Bank","","New York","NY",106,133,"1864-06-15; Sixes of 1881",TRUE
"J. H. Stout","J H Stout ",,"","New York","NY",106,134,"1864-06-15; Sixes of 1881",FALSE
"J.B. Nashatt","J B Nashatt ",,"","Louisville","KY",106,135,"1864-06-15; Sixes of 1881",FALSE
"Jacob Talbott the 2d","Jacob Talbott II",,"","Marengo","IL",106,136,"1864-06-15; Sixes of 1881",FALSE
"James B. Hosmer","James B Hosmer ",,"","Hartford","CT",106,137,"1864-06-15; Sixes of 1881",FALSE
"James Baxter","James Baxter ",,"","Boston","MA",106,138,"1864-06-15; Sixes of 1881",FALSE
"James McElvee","James McElvee ",,"","Westerfield","OH",106,139,"1864-06-15; Sixes of 1881",FALSE
"Jas. G. Humphreys","James G Humphreys ",,"","Burlington","IA",106,140,"1864-06-15; Sixes of 1881",FALSE
"Jedadiah P. Sill, President",,"Jedadiah P Sill, President","","Cooperstown","NY",106,141,"1864-06-15; Sixes of 1881",TRUE
"John A. Davenport","John A Davenport ",,"","New York","NY",106,142,"1864-06-15; Sixes of 1881",FALSE
"John Dicket","John Dicket ",,"","Hamilton","OH",106,143,"1864-06-15; Sixes of 1881",FALSE
"John T. Ulhman","John T Ulhman ",,"","Baltimore","MD",106,144,"1864-06-15; Sixes of 1881",FALSE
"Joseph B. Dobbins","Joseph B Dobbins ",,"","Trenton","NJ",106,145,"1864-06-15; Sixes of 1881",FALSE
"Justice Ingersoil","Justice Ingersoil ",,"","Detroit","MI",106,146,"1864-06-15; Sixes of 1881",FALSE
"L. Kingman","L Kingman ",,"","Quincy","IL",106,147,"1864-06-15; Sixes of 1881",FALSE
"Lisner, Brothers",,"Lisner, Brothers","","New York","NY",106,148,"1864-06-15; Sixes of 1881",TRUE
"Maj. A. Hard","A Hard ",,"","Washington","DC",106,149,"1864-06-15; Sixes of 1881",FALSE
"Mrs. Eliza Ann Carter","Eliza Ann Carter ",,"","New York","NY",106,150,"1864-06-15; Sixes of 1881",FALSE
"Mrs. T. D. Wheeler","T D Wheeler ",,"","New Haven","CT",106,151,"1864-06-15; Sixes of 1881",FALSE
"O. Wieber","O Wieber ",,"","Lowville","NY",106,152,"1864-06-15; Sixes of 1881",FALSE
"R. N. Ishan","R N Ishan ",,"","Chicago","IL",106,153,"1864-06-15; Sixes of 1881",FALSE
"Rev. Wilbur Johnson","Wilbur Johnson ",,"","N. Milford","PA",106,154,"1864-06-15; Sixes of 1881",FALSE
"Roswell Hascall","Roswell Hascall ",,"","New York","NY",106,155,"1864-06-15; Sixes of 1881",FALSE
"Sarah M. Table","Sarah M Table ",,"","Harlem","NY",106,156,"1864-06-15; Sixes of 1881",FALSE
"Seth C. Sherman","Seth C Sherman ",,"","Quincy","IL",106,157,"1864-06-15; Sixes of 1881",FALSE
"Sixth National Bank",,"Sixth National Bank","","New York","NY",106,158,"1864-06-15; Sixes of 1881",TRUE
"Stetson & Co.",,"Stetson & Co","","Bangor","ME",106,159,"1864-06-15; Sixes of 1881",TRUE
"Third National Bank",,"Third National Bank","","Cincinnati","OH",106,160,"1864-06-15; Sixes of 1881",TRUE
"Thomas Baxter","Thomas Baxter ",,"","Carlisle","PA",106,161,"1864-06-15; Sixes of 1881",FALSE
"Thomas Cornell","Thomas Cornell ",,"","Randolph","NY",106,162,"1864-06-15; Sixes of 1881",FALSE
"Thomas Loweree","Thomas Loweree ",,"","Newark","NJ",106,163,"1864-06-15; Sixes of 1881",FALSE
"Union Bank",,"Union Bank","","Fall River","MA",106,164,"1864-06-15; Sixes of 1881",TRUE
"W. A. Kissam","W A Kissam ",,"","New York","NY",106,165,"1864-06-15; Sixes of 1881",FALSE
"William Conant","William Conant ",,"","Geneva","IL",106,166,"1864-06-15; Sixes of 1881",FALSE
"William Courie","William Courie ",,"","Geneva","IL",106,167,"1864-06-15; Sixes of 1881",FALSE
"William Furmage","William Furmage ",,"","","",106,168,"1864-06-15; Sixes of 1881",FALSE
"William Miller","William Miller ",,"","Indianapolis","IN",106,169,"1864-06-15; Sixes of 1881",FALSE
"William R. Frost","William R Frost ",,"","Boston","MA",106,170,"1864-06-15; Sixes of 1881",FALSE
"Gilman Currier","Gilman Currier ",,"","Boston","MA",105.9478090767,171,"1864-06-15; Sixes of 1881",FALSE
"Kauntle, Nockad & Kuhne",,"Kauntle, Nockad & Kuhne","","New York","NY",105.9375,172,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Baltimore","MD",105.921875,173,"1864-06-15; Sixes of 1881",TRUE
"Wooster Co. Institution for Savings",,"Wooster Co Institution","Savings","","",105.9166666667,174,"1864-06-15; Sixes of 1881",TRUE
"J. N. Pearce, Jr., Cashier",,"J N Pearce, Jr , Cashier","","Lowell","MA",105.9088461538,175,"1864-06-15; Sixes of 1881",TRUE
"Andrew Bigelow","Andrew Bigelow ",,"","Boston","MA",105.9,176,"1864-06-15; Sixes of 1881",FALSE
"A. V. Stout","A V Stout ",,"","New York","NY",105.896,177,"1864-06-15; Sixes of 1881",FALSE
"Revere Bank",,"Revere Bank","","Boston","MA",105.8780276817,178,"1864-06-15; Sixes of 1881",TRUE
"Anson S. Marshall","Anson S Marshall ",,"","Concord","NH",105.85,179,"1864-06-15; Sixes of 1881",FALSE
"New-Haven Bank",,"New-Haven Bank","","New Haven","CT",105.7875,180,"1864-06-15; Sixes of 1881",TRUE
"G. W. Welch","G W Welch ",,"","New York","NY",105.78,181,"1864-06-15; Sixes of 1881",FALSE
"W. T. Davis, Pres.","W T Davis ",,"","Plymouth","MA",105.7666666667,182,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Fall River","MA",105.7619047619,183,"1864-06-15; Sixes of 1881",TRUE
"Second National Bank",,"Second National Bank","","Scranton","PA",105.7531251289,184,"1864-06-15; Sixes of 1881",TRUE
"Boylston Bank",,"Boylston Bank","","Boston","MA",105.75,185,"1864-06-15; Sixes of 1881",TRUE
"Charles A. Meigs & Son",,"Charles A Meigs & Son","","New York","NY",105.75,186,"1864-06-15; Sixes of 1881",TRUE
"Daniel W. Laurence","Daniel W Laurence ",,"","Medford","MA",105.75,187,"1864-06-15; Sixes of 1881",FALSE
"Eudicatt King","Eudicatt King ",,"","Washington","DC",105.75,188,"1864-06-15; Sixes of 1881",FALSE
"Samuel Elder & Co.",,"Samuel Elder & Co","","Baltimore","MD",105.75,189,"1864-06-15; Sixes of 1881",TRUE
"Shelton Sturgis","Shelton Sturgis ",,"","Chicago","IL",105.75,190,"1864-06-15; Sixes of 1881",FALSE
"T. T. Fisher","T T Fisher ",,"","Hartford","CT",105.7443820225,191,"1864-06-15; Sixes of 1881",FALSE
"Second National Bank",,"Second National Bank","","Toledo","OH",105.7012425387,192,"1864-06-15; Sixes of 1881",TRUE
"E. L. Boles","E L Boles ",,"","New York","NY",105.7,193,"1864-06-15; Sixes of 1881",FALSE
"Thomas Coleman, President",,"Thomas Coleman, President","","Troy","NY",105.6947916667,194,"1864-06-15; Sixes of 1881",TRUE
"C. M. Rutter & Co.",,"C M Rutter & Co","","New York","NY",105.6886792453,195,"1864-06-15; Sixes of 1881",TRUE
"Henry Randall","Henry Randall ",,"","New York","NY",105.6818181818,196,"1864-06-15; Sixes of 1881",FALSE
"Johh B. Hill","Johh B Hill ",,"","New York","NY",105.6666666667,197,"1864-06-15; Sixes of 1881",FALSE
"Walden & Willard",,"Walden & Willard","","New York","NY",105.6666666667,198,"1864-06-15; Sixes of 1881",TRUE
"Brothers McKun",,"Brothers McKun","","Baltimore","MD",105.625,199,"1864-06-15; Sixes of 1881",TRUE
"E. Tiehenor","E Tiehenor ",,"","Davenport","IA",105.6,200,"1864-06-15; Sixes of 1881",FALSE
"Henry W. Richards","Henry W Richards ",,"","Boston","MA",105.6,201,"1864-06-15; Sixes of 1881",FALSE
"S. S. Riker","S S Riker ",,"","New York","NY",105.6,202,"1864-06-15; Sixes of 1881",FALSE
"C. F. Hillyer, President Charter Oak Bank",,"C F Hillyer, President Charter Oak Bank","","Hartford","CT",105.56875,203,"1864-06-15; Sixes of 1881",TRUE
"B. Marwick","B Marwick ",,"","New York","NY",105.56,204,"1864-06-15; Sixes of 1881",FALSE
"National Exchange Bank",,"National Exchange Bank","","Hartford","CT",105.5562730627,205,"1864-06-15; Sixes of 1881",TRUE
"Wamesit Bank",,"Wamesit Bank","","Lowell","MA",105.5333333333,206,"1864-06-15; Sixes of 1881",TRUE
